"ID","Joke"
691,"1. My mother taught me TO APPRECIATE A JOB WELL DONE. ""If you're going to kill each other, do it outside. I just finished cleaning."" 2. My mother taught me RELIGION. ""You better pray that will come out of the carpet."" 3. My mother taught me about TIME TRAVEL. ""If you don't straighten up, I'm going to knock you into the middle of next week."" 4. My mother taught me LOGIC. ""Because I said so, that's why."" 5. My mother taught me MORE LOGIC. ""If you fall out of that swing and break your neck, you're not going to the store with me."" 6. My mother taught me FORESIGHT. ""Make sure you wear clean underwear, in case you're in an accident."" 7. My mother taught me IRONY. ""Keep crying, and I'll give you something to cry about."" 8. My mother taught me about the science of OSMOSIS. ""Shut your mouth and eat your supper."" 9. My mother taught me about CONTORTIONISM. ""Will you look at that dirt on the back of your neck?"" 10. My mother taught me about STAMINA. ""You'll sit there until all that spinach is gone."" 11. My mother taught me about WEATHER. ""This room of yours looks as if a tornado went through it."" 12. My mother taught me about HYPOCRISY. ""If I told you once, I've told you a million times. Don't exaggerate!"" 13. My mother taught me about the CIRCLE OF LIFE. ""I brought you into this world, and I can take you out."" 14. My mother taught me about BEHAVIOR MODIFICATION. ""Stop acting like your father."" 15. My mother taught me about ENVY. ""There are millions of less fortunate children in this world who don't have wonderful parents like you do."" 16. My mother taught me about ANTICIPATION. ""Just wait until we get home."" 17. My mother taught me about RECEIVING. ""You are going to get it when you get home."" 18. My mother taught me MEDICAL SCIENCE. ""If you don't stop crossing your eyes, they are going to freeze that way."" 19. My mother taught me ESP. ""Put your sweater on; don't you think I know when you are cold?"" 20. My mother taught me HUMOR. ""When that lawn mower cuts off your toes, don't come running to me."" 21. My mother taught me HOW TO BECOME AN ADULT. ""If you don't eat your vegetables, you'll never grow up."" 22. My mother taught me GENETICS. ""You're just like your father."" 23. My mother taught me ROOTS. ""Shut that door behind you. Do you think you were born in a barn?"" 24. My mother taught me WISDOM. ""When you get to be my age, you'll understand."" 25. My mother taught me JUSTICE. ""One day you'll have kids, and I hope they turn out just like you."" How many of these did your mother teach? AND how many did you teach your children?"
692,"On a late working night, three engineers are sitting around in the office discussing the nature of the universe. ""You know,"" says the first one, ""God is a mechanical engineer at heart. Just look at the human skeleton. It's one of the most marvelous physical structures ever devised."" ""Sure, the skeleton is pretty impressive, but it's nothing compared to the brain"", says the second one. ""It is, without a doubt, the most extraordinary information processing device the universe has ever seen. No, God is a computer scientist. No doubt about it."" ""You're both wrong"", the third one says. ""God is a civil engineer."" ""What?"" The other two ask, baffled. ""Sure"", the third engineer says. ""Who else would run a sewage line through a recreational area?"""
693,"A wife reports, My Husband, not happy with my mood swings so he bought me a mood ring the other day so he would be able to monitor my moods. When I'm in a good mood it turns green. When I'm in a bad mood it leaves a big frickin' red mark on his forehead."
694,"After working most of her life Grandma finally retired. At her next checkup, the new doctor told her to bring a list of all the medicines that had been prescribed for her. As the young doctor was looking through these, his eyes grew wide as he realized she had a prescription for birth control pills. ""Mrs. Smith, do you realize these are BIRTH CONTROL pills?"" Yes, they help me sleep at night. "" ""Mrs. Smith, I assure you there is absolutely NOTHING in these that could possibly help you sleep! She reached out and patted the young Doctor's knee. ""Yes, dear,I know that. But every morning, I grind one up and mix it in the glass of orange juice that my 16 year old granddaughter drinks . . . and believe me, it helps me sleep at night. "" You gotta love Grandmas!"
695,"Q: Where is tennis mentioned in the Bible? A: Where Joseph served in Pharaoh's court."
696,"Little Johnny wanted to go to the zoo and pestered his parents for days. Finally his mother talked his reluctant father into taking him. ""So how was it?"" his mother asked when they returned home. ""Great,"" Little Johnny replied. ""Did you and daddy have a good time?"" asked his mother. ""Yeah, daddy really liked it too,"" exclaimed Little Johnny, ""especially when one of the animals came home at 30 to 1!"""
697,"Q: Why would you take a hammer to bed? A: So you could hit the sack."
698,"Two women get on an elevator. The first woman reeks of perfume and the second says, ""What's that perfume?"" The first responds, ""Chanel #5, $99.00 a bottle."" The elevator stops on the fourth floor and another woman boards reeking of perfume. The second woman sniffs the air and the third woman says, ""Paradise $149.00 a bottle."" The elevator stops on the sixth floor and the second woman moves to the front to exit, lifts her skirt and farts. She says as she exits, ""Baked Beans - 49 cents a can."""
699,"I've never understood why women love cats. Cats are independent, they don't listen, they don't come in when you call, they like to stay out all night, come home and expect to be fed and stroked, then want to be left alone and sleep. In other words, every quality that women hate in a man, they love in a cat."
700,"A man walks into a pharmacy and wanders up and down the aisles. The salesgirl notices him and asks if she can help him. He answers that he looking for a box of tampons for his wife. She directs down the correct aisle. A few minutes later, he deposits a huge bag of cotton balls on the counter. She says, confused, ""Sir, I thought you were looking for tampons for your wife?"" ""You see it's like this. Yesterday, I sent my wife to the store to get me a carton of Cigarettes and she came home with a tin of tobacco and some rolling paper. So, I figure, if I have to roll my own, SO DOES SHE!"""
701,"The Center for Disease Control has issued a warning about a new virulent strain of Sexually Transmitted Disease. The disease is contracted through dangerous and high-risk behavior. The disease is called Gonorrhea Lectim and pronounced ""gonna re-elect him."" Many victims contracted it in 2004, after having been screwed for the past four years. Naturalists and epidemiologists are amazed at how this destructive disease originated only a few years ago from a bush found in Texas."
702,"My wife and I went to the County Agricultural Show and one of the first exhibits we stopped at was the breeding bulls. We went up to the first pen and there was a sign attached that said: THIS BULL MATED 50 TIMES LAST YEAR My wife playfully nudged me in the ribs ..... Smiled and said, ""He mated 50 times last year, that's almost once a week"". We walked to the second pen which had a sign attached that said: THIS BULL MATED 150 TIMES LAST YEAR My wife gave me a healthy jab and said, ""WOW~~That's more than twice a week! .......... You could learn a lot from him"". We walked to the third pen and it had a sign attached that said: THIS BULL MATED 365 TIMES LAST YEAR My wife was so excited that her elbow nearly broke my ribs, and said, ""That's once a day .. You could REALLY learn something from this one"". I looked at her and said, ""Go over and ask him if it was with the same cow"". My condition has been upgraded from critical to stable and the doctors say I should eventually make a full recovery."
703,"Q: How do you make a hot dog stand? A: Take away its chair."
704,"Three Italian nuns die and go to heaven. At the Pearly Gates, they are met by St. Peter. He says, 'Sisters, you all led such exemplary lives that the Lord is granting you six months to go back to earth and be anyone you wish to be. The first nun says, 'I want to be Sophia Loren and *poof* she's gone. The second says, 'I want to be Madonna and *poof* she's gone. The third says, 'I want to be Sara Pipalini..' St. Peter looks perplexed. 'Who?' he ask 'Sara Pipalini,' replies the nun. St. Peter shakes his head and says, 'I'm sorry, but that name just doesn't Ring a bell.' The nun then takes a newspaper out of her habit and hands it to St. Peter. St Peter reads the paper and starts laughing. He hands it back to her and Says. 'No sister, the paper says it was the ' Sahara Pipeline' that was laid by 1,400 men in 6 months.' If you laugh, you're going straight to hell!"
705,"Jennifer's wedding day was fast approaching. Nothing could dampen her excitement - not even her parent's nasty divorce. Her mother had found the PERFECT dress to wear, and would be the best-dressed mother-of-the-bride ever! A week later, Jennifer was horrified to learn that her father's new, young wife had bought the exact same dress as her mother! Jennifer asked her father's new young wife to exchange it, but she refused. ''Absolutely not! I look like a million bucks in this dress, and I'm wearing it,'' she replied. Jennifer told her mother who graciously said, ''Never mind sweetheart. I'll get another dress. After all, it's your special day.'' A few days later, they went shopping, and did find another gorgeous dress for her mother. When they stopped for lunch, Jennifer asked her mother, ''Aren't you going to return the other dress? You really don't have another occasion where you could wear it."" Her mother just smiled and replied, ''Of course I do, dear......I'm wearing it to the rehearsal dinner the night before the wedding.''"
706,"""Cash, check or charge?"" I asked, after folding items the woman wished to purchase. As she fumbled for her wallet I noticed a remote control for a television set in her purse. ""So, do you always carry your TV remote?"" I asked. ""No,"" she replied, ""but my husband refused to come shopping with me, so I figured this was the most legal evil thing I could do to him."""
707,"One day while Little Johnny and his freind Arnie were playing out in the back yard,they started talking about their dads. Lil Johnny; My daddy is tougher than yours! Arnie; No way bud, my daddy is bad! Lil Johnny; I'm telling you man, my dad is badder than yours. Arnie; Man, my dad is so bad he took the motor out of his car with his bare hands and threw it on the ground! THATS how bad he is! Lil Johnny; Man that is pretty bad, but my dad is badder than that! Arnie;Oh yaeh? How's that? Lil Johnny;My dad is so bad that he eats light bulbs. Arnie; Huh? No way. Have you seen him do that? Lil Johnny; No, but I was passing by him and mom's bedroom door the other night and heard him tell mom ""Turn out that light so I can eat that thing,"" THAT's how bad he is!"
708,"Ben and Haley had gotten up in years, and their memories weren't quite what they used to be. They found it beneficial to write things down so as not to forget them. One evening they were sitting in the parlor and Haley said, ""Ben, be a dear and go to the kitchen and fix me a dish of ice cream and put some chocolate syrup and peanuts on it. And, Ben, write it down so you don't forget the peanuts."" ""That's a good idea, Dear."" Ben said, and wrote it on the notepad and headed for the kitchen. Ben was in the kitchen for a while, and returned with a plate of bacon and eggs. Haley looked at it and said, ""Oh Ben, you forgot the breakfast toast."""
709,"Chuck Norris did in fact, build Rome in a day."
710,"Law of Mechanical Repair: After your hands become coated with grease your nose will begin to itch or you'll have to pee. Law of the Workshop: Any tool, when dropped, will roll to the least accessible corner. Law of probability: The probability of being watched is directly proportional to the stupidity of your act. Law of the Telephone: When you dial a wrong number, you never get a busy signal. Law of the Alibi: If you tell the boss you were late for work because you had a flat tire, the very next morning you will have a flat tire. Variation Law: If you change lines (or traffic lanes), the one you were in will start to move faster than the one you are in now. (works every time) Bath Theorem: When the body is fully immersed in water, the telephone will ring. Law of Close Encounters: The probability of meeting someone you know increases when you are with someone you don't want to be seen with. Law of the Result: When you try to prove to someone that a machine won't work, it will. Law of Biomechanics: The severity of the itch is inversely proportional to the reach. Theatre Rule: At any event, the people whose seats are furthest from the aisle arrive last. Law of Coffee: As soon as you sit down to a cup of hot coffee, someone will ask you to do something which will last until the coffee is cold. Murphy's Law of Lockers: If there are only two people in a locker room, they will have adjacent lockers. Law of Dirty Rugs/Carpets: The chances of an open-faced jelly sandwich landing face down on a floor covering are directly correlated to the newness and cost of the carpet/rug. Law of Location: No matter where you go, there you are. Law of Logical Argument: Anything is possible if you don't know what you are talking about. Brown's Law: If the shoe fits, it's ugly. Oliver's Law: A closed mouth gathers no feet. Wilson's Law: As soon as you find a product that you really like, they will stop making it."
711,"Q: Where do mentally unstable trees go? A: The insane a-xylem."
712,"You might be a redneck if .... You've ever had Thanksgiving dinner on a Ping-Pong table. Thanksgiving dinner is squirrel and dumplings. You've ever re-used a paper plate. If you have a complete set of salad bowls and they all say Cool Whip on the side. If you've ever used your ironing board as a buffet table. Your turkey platter is an old hub cap. Your best dishes have Dixie printed on them. Your stuffing's secret ingredient comes from the bait shop. Your only condiment on the dining room table is ketchup. Side dishes include beef jerky and Moon Pies. You have to go outside to get something out of the 'fridge. The directions to your house include ""turn off the paved road"". You consider pork and beans to be a gourmet food. You have an Elvis Jell-o mold. Your secret family recipe is illegal. You serve Vienna Sausage as an appetizer."
713,"Chuck Norris is a former #1 draft pick in the NFL. He immediately retired when they told him in training camp that a round house kick to the face was not a legal method of tackling. Enraged, he cursed the franchise to never ever make the playoffs. We know them as the Detroit Lions."
714,"Chuck Norris invented black. In fact, he invented the entire spectrum of visible light. Except pink. Tom Cruise invented pink."
715,"A couple had been married for 50 years. They were sitting at the breakfast table one morning when the wife says, 'Just think, fifty years ago we were sitting here at this breakfast table together.' 'I know,' the old man said. 'We were probably sitting here naked as a jaybird fifty years ago.' 'Well,' Granny snickered. 'Let's relive some old times.' Where upon, the two stripped to the buff and sat down at the table. 'You know, honey,' the little old lady breathlessly replied, 'My nipples are as hot for you today as they were fifty years ago.' 'I wouldn't be surprised,' replied Gramps. 'One's in your coffee and the other is in your oatmeal"
716,"What do you call a chicken that crosses the road, rolls in the mud and crosses back over? A dirty double crosser."
717,"A teacher was giving a lesson on the circulation of the blood. Trying to make the matter clearer, she said, ""Now, class, if I stood on my head, the blood, as you know, would run into it, and I would turn red in the face."" ""Yes,"" the class said. ""Then why is it that while I am standing upright in the ordinary position the blood doesn't run into my feet?"" A little fellow shouted, ""Cause your feet ain't empty."""
718,"Two office workers were chatting around the water cooler. ""I had a nice quiet dinner with my wife last night, Harry,"" said one. ""Oh yeah?"" ""Yeah, except for the celery."""
719,"A frog named Kermit Jagger goes to a bank to get a loan. He talks to a teller named Patty Mack. Patty asks the frog what he has for collateral. The frog pulls out a small figurine, but Patty says, ""I'm sorry, that's just a cheap knick knack."" The bank manager had been walking by at the time and overheard the conversation. Looking over, he said, ""This figurine is three hundred years old -- it's priceless. That's no knick knack, Patty Mack, give that frog a loan. His old man's a Rolling Stone."""
720,"chuck norris once played pokemon black, caught a lvl 0 magikarp and beat the whole game"
721,"How can you tell when there's an elephant in your sandwich? When it's too heavy to lift."
722,"Chuck Norris roundhouse kicks people in the face first and asks questions later."
723,"A priest and a rabbi are walking down the street together, and they both want a drink, but they have no money on them. The priest says, ""I've got an idea how to get us some free drinks."" He walks in alone and the rabbi stands at the door and watches. The priest orders a drink, drinks it, and then the bartender gives him his tab. The priest says, ""But my son, I've already paid for the drink."" The bartender says, ""I'm terribly sorry, father, but it's really busy in here and I must have forgotten."" The rabbi walks in and orders a drink. After he drinks it, the bartender gives him the tab, and the rabbi says, ""Son, I paid you when I ordered the drink."" The bartender says, ""I'm terribly sorry, rabbi, I don't know what's wrong with me, but that's the second time that happened to me today."" The rabbi says, ""That's okay, son, no offence taken. Now, just give me change for the twenty I gave you, and I'll be on my way."""
724,"Do you want to hear the story about the broken pencil? No? Oh well. There's no point to it, anyway."
725,"There was once a young man who, in his youth, professed his desire to become a great writer. When asked to define great, he said, ""I want to write stuff that the whole world will read, stuff that people will react to on a truly emotional level, stuff that will make them scream, cry, howl in pain and anger!"" He now works for Microsoft writing error messages."
726,"A man complains to a friend, ""I can't take it anymore."" ""What's wrong?"" his concerned friend asks. ""It's my wife. Every time we have an argument, she gets historical!"" ""You mean hysterical,"" his friend said, chuckling. ""No, I mean HISTORICAL,"" the man insists. ""Every argument we have, she'll go ""I still remember that time when you did this ...."""
727,"Kryptonite has been found to contain trace elements of Chuck Norris roundhouse kicks to the face. This is why it is so deadly to Superman."
728,"They were going to release a Chuck Norris edition of Clue, but the answer always turns out to be ""Chuck Norris. In The Library. With a Roundhouse Kick."""
729,"Marge was in bed with a man (not her husband). All of a sudden, they heard a noise downstairs. ""Oh, my God, your husband is home! What am I going to do?"" ""Just stay in bed with me. He's probably so drunk, he ain't gonna notice you here with me."" The fear of getting caught trying to escape was more powerful than the thought of getting caught in bed with Marge, so he trusted her advice. Sure enough, Marge's husband came crawling into bed and as he pulled the covers over him, he pulled the blankets, exposing six feet. ""Honey!"" he yelled. ""What the hell is going on? I see six feet at the end of the bed!"" ""Dear, you're so drunk, you can't count. If you don't believe me, count them again."" Honey!"" he yelled. ""What the hell is going on? I see six feet at the end of the bed!"" ""Dear, you're so drunk, you can't count. If you don't believe me, count them again."" The husband got out of bed, and counted. ""One, two, three, four... By gosh, you're right, dear!"""
730,"A little old lady answered a knock on the door one day, only to be confronted by a well-dressed young man carrying a vacuum cleaner. 'Good morning,' said the young man. 'If I could take a couple of minutes of your time, I would like to demonstrate the very latest in high-powered vacuum cleaners.' 'Go away!' said the old lady. ''I'm broke and haven't got any money!'' and she proceeded to close the door. Quick as a flash, the young man wedged his foot in the door and pushed it wide open. ''Don't be too hasty!'' he said. ''Not until you have at least seen my demonstration.'' And with that, he emptied a bucket of horse manure onto her hallway carpet. ''Now, if this vacuum cleaner does not remove all traces of this horse manure from your carpet, Madam, I will personally eat the remainder.'' The old lady stepped back and said, ''Well let me get you a fork, 'cause they cut off my electricity this morning!"
731,"OK, I'm the only female in a house full of guys. 4 sons and a hubby. Toilet seat is never down...etc. SOOOOoooooooooo I'm the only one who would be using Female products.....correct? A STRANGE thing was happening at my house. Tampons were disappearing. * Insert Twilight Zone theme here * Ok....A few months ago I went to my cupboard to get out a tampon and there was ONLY one left. I could have sworn I had just bought a box the month before. So, I go back to the store, buy a new box and forget about it. The next month (T.O.M) I go back to the cupboard.....and VOILA....there is only ONE tampon left again. What's going on here? Gremlins??? I go to the store and buy another box, and forget about it. WELL.....I decided to clean out my two youngest sons closet and LOW and BEHOLD....at the bottom of their closet are the wrappers, applicators and the tampons themselves. I am starting to FREAK!!! Dear God, what are they doing with them?????? I get a hold of myself and tell myself that I am an adult and can handle this, despite the bizarre thoughts running through my mind. I'm thinking, ""Do I have enough money saved up in the bank for MAJOR THERAPY?"" I go to the top of the stairs and yell for my two youngest sons to ""COME HERE!!!!"" They march up the stairs and find me in their room staring into the bottom of their closet. I said ""What are you doing with THOSE? THOSE are MINE!"" My 12 year old looks like a deer caught in the headlights and is silent. My 10 year old looks at me all innocent and says. ""Well, Mom, we were playing with our G.I. Joes and stuff... and THOSE make really good SCUD missiles... What do YOU use them for?"" ""NEVER MIND!! GO PLAY!!!!"""
732,"Three elderly men are at the doctor's office for a memory test. The doctor asks the first man, ""What is three times three?"" ""274,"" came the reply. The doctor rolls his eyes and looks up at the ceiling, and says to the second man, ""It's your turn. What is three times three?"" ""Tuesday,"" replies the second man. The doctor shakes his head sadly, then asks the third man, ""Okay, your turn. What's three times three?"" ""Nine,"" says the third man. ""That's great!"" says the doctor. ""How did you get that?"" ""Simple,"" he says, ""just subtract 274 from Tuesday."""
733,"Q: You're on top of Mount Everest. How do you get down? A: Pluck a duck."
734,"Two men, sentenced to die in the electric chair on the same day, were led down to the room in which they would their maker. The priest had given them last rites, the formal speech had been given by the warden, and a final prayer had been said among the participants. The warden, turning to the first man, solemnly asked, ""Son, do you have a last request?"" To which the man replied, ""Yes sir, I do. I love dance music. Could you please play the Macarena for me one last time?"" ""Certainly,"" replied the warden. He turned to the other man and asked, ""Well, what about you, son? What is your final request?"" ""Please,"" said the condemned man, ""kill me first."""
735,"Mr. Johnson had been retired for a year when his wife of 50 years suggested they take a cruise: ""We could go somewhere for a week, and make wild love like we did when we were young!"" He thought it over and agreed. He put on his hat and went down to the pharmacy, where he bought a bottle of seasick pills and a box of condoms. Upon returning home, his wife said, ""I've been thinking. There's no reason we can't go for a month."" So Mr. Johnson went back to the pharmacy and asked for 12 bottles of seasick pills and a box of condoms. When he returned, his wife said, ""You know, since the children are on their own, what's stopping us from cruising the world?"" So back to the pharmacy Mr. Johnson went, and he brought 297 bottles of seasick pills and the same amount of condoms up to the counter. The pharmacist finally had to ask. ""You know, Mr. Johnson, you have been doing business with me for over 30 years. I certainly don't mean to pry, but if it makes you that sick, why the hell do you do it?"""
736,"Q: What do giraffes have that no other animal has? A: Baby giraffes."
737,"You know how they say if you die in your dream then you will die in real life? In actuality, if you dream of death then Chuck Norris will find you and kill you."
738,"I came across this exercise suggested for seniors, to build muscle strength in the arms and shoulders. It seems so easy, so I thought I'd pass it on. The article suggested doing it three days a week. Begin by standing on a comfortable surface, where you have plenty of room at each side. With a 5-lb. potato sack in each hand, extend your arms straight out from your sides, and hold them there as long as you can. Try to reach a full minute, then relax. Each day, you'll find that you can hold this position for just a bit longer. After a couple of weeks, move up to 10-lb. potato sacks. Then 50-lb. potato sacks, and then eventually try to get to where you can lift a 100-lb. potato sack in each hand and hold your arms straight for more than a full minute. Once you feel confident at that level, put a potato in each sack."
739,"Every Sunday, a little old lady placed $1,000 in the collection plate. This went on for weeks until the priest, overcome with curiosity, approached her. ""Sister, I couldn't help but notice that you put $1,000 a week in the collection plate,"" he noted. ""Why yes,"" she replied, ""every week my son sends me money, and what I don't need I give to the church."" ""That's wonderful, how much does he send you?"" asked the priest. ""Oh, $2,000 a week."" said the old lady. ""Your son is very successful, what does he do for a living?"" questioned the priest. ""He is a veterinarian,"" she answered. The impressed priest said, ""That is a very honorable profession. Where does he practice?"" ""Well,"" said the lady, ""he tells me he has one cat house in Kansas City and another in Dallas."""
740,"The miserly squirrel never found a mate, because he insisted on a prenutshell agreement."
741,"Q: What do termites eat for breakfast? A: Oakmeal."
742,"It was George the Mailman's last day on the job after 35 years of carrying the mail through all kinds of weather to the same neighborhood. When he arrived at the first house on his route, he was greeted by the whole family who congratulated him and sent him on his way with a tidy gift envelope. At the second house, they presented him with a box of fine cigars. The folks at the third house handed him a selection of terrific fishing lures. At the fourth house, he was met at the door by a strikingly beautiful blonde woman in a revealing negligee. She took him by the hand, gently led him through the door, which she closed behind him, and took him up the stairs to the bedroom where she blew his mind with the most passionate love he had ever experienced. When he had enough, they went downstairs and she fixed him a giant breakfast: eggs, potatoes, ham, sausage, blueberry waffles, and fresh-squeezed orange juice. When he was truly satisfied, she poured him a cup of steaming coffee. As she was pouring, he noticed a dollar bill sticking out from under the cup's bottom edge. ""All this was just too wonderful for words,"" he said, ""But what's the dollar for?"" ""Well,"" she said, ""Last night, I told my husband that today would be your last day, and that we should do something special for you. I asked him what to give you. He said, 'Screw him. Give him a dollar.' The breakfast was my idea."""
743,"What do you get from a pampered cow? Spoiled milk."
744,"Why are there so many Smiths in the phone book? They all have phones."
745,"It was last Wednesday night, and I was sitting in my room watching television when the phone rang. ""Hello?"" A girl's voice came over the line. ""Can I speak to Ben, please?"" I live by myself, and my name definitely is not Ben. It was probably a wrong number and I was bored. ""I'm sorry, he's not in right now. Can I take a message?"" ""Do you know what time he'll be back?"" she responded. ""I think he said he'd be home around 10:00."" Silence on the other end... a confused silence. ""Is this Steve?"" My name isn't Steve, either. This was definitely a wrong number. ""Yes, it is. Do you want to leave a message for Ben?"" ""Well... he said he would be home tonight and asked me to call him..."" she said in a slightly irritated voice. I replied, ""Well, he went out with Karen about an hour ago, and said that he would be back at 10:00."" A shocked voice now: ""Who's Karen?!"" ""The girl he went out with."" ""I know that! I mean... who is she?"" ""I don't know her last name. Look, do you want me to leave a message for Ben?"" ""Yes... please do. Tell him to call me when he gets home."" She was sounding pretty irate at this point, and I could hear her temper flaring. ""I sure will. Is this Jennifer?"" She exploded this time. ""Who's Jennifer?"" Apparently she wasn't. ""Well... he's going out with Jennifer at 10:00. I thought you were her. Sorry... it was an honest mistake."" ""Ben's the one that's made the mistake! Tell him that Alice called him and the she's very upset and that I would like him to call me as soon as he gets home."" I smiled and said, ""Okay, I will... but Becky isn't going to like this..."" CLICK"
746,"A friend of mine has a big Labrador retriever. While I was buying a large bag of Purina at Wal-Mart for him, a woman behind me in the check out line asked if it was for a dog (duh?). On impulse, I told her no, I was starting The Purina Diet again, although I probably shouldn't because I'd ended up in the hospital last time. I'd lost 50 pounds before I awakened in an intensive care ward with tubes coming out of most of my orifices and IVs in both arms. I told her that it was essentially a perfect diet. The way that it works is you load all your pockets with Purina nuggets and simply eat one or two every time you feel hungry. The food is nutritionally complete so I was going to try it again. I have to mention here that practically everyone in the line was by now enthralled with my story, particularly a tall guy who was behind her. Horrified, she asked if I ended up in the hospital last time because I'd been poisoned. I told her no; I was sitting in the street licking my balls when a car hit me. I thought the guy behind her was going to have a cardiac, and would require need help as he laughed so hard he fell to the floor."
747,"The Iowa Wage and Hour Department claimed a man owning a small farm was not paying proper wages to his help and sent an agent to interview him. ""I need a list of your employees and how much you pay them,"" demanded the agent. ""Well, there are my hired hands. One has been with me for four years; the other for three. I pay them each $600 a week, plus free room and board. The cook has been here for 18 months, and I pay her $500 a month plus free room and board. Then there's the half-wit that works here about 18 hours a day. He takes home $10 a week and I buy him a bottle of bourbon every week,"" replied the farmer. ""That's the guy I want to talk to; the half-wit,"" said the agent. The farmer said, ""That would be me."""
748,"A travelling salesman of agricultural machinery was on a three week tour through the hinterlands of southern Arkansas and was visiting one particular farmer. He was standing, alongside of the farmer, leaning on the corral rail - as he always did before pitching ""the new line of tractors"" - and looking at all of the farm animals in the barnyard. Seeing one particular pig, he said: ""Say, that sure is a fine hog, but, you know, I have never seen a pig with one wooden leg before."" The farmer said: ""You see, that there pig is one valuable animal, I can tell you. That there hog saved my life three times."" ""The first time was about a month ago. My wife fried potatoes for supper, just the way I like them, and left the frying pan on the stove. About midnight or so, the pig must have smelled the smoke, but be broke out of his pen, butted the house door open with his snout, woke us up and we got out of the house just in time."" ""And it wasn't but two weeks later and I was mowing on the back forty and I tipped the tractor over and it pinned me under the rear wheel. Gas was leaking out of the tank onto the hot manifold and that pig must have heard me yelling, because he broke out again, ran up to me, saw what had happened, ran to the neighbour, got help and the neighbour came with his tractor and pulled me free."" ""And just last week, I was leading the old dairy bull out to pasture, and he raised up and pulled the ring out of his nose and, quick as two shakes of a dog's tail, he knocked me down. He jumped on me and straddled me with his horns and was about to gore me, when the old pig heard what was going on, broke out again, ran up, got a firm hold on the old bull's tail and I got away."" Having heard the explanation, the salesman said: ""All well and good, but that doesn't explain why that hog has got a wooden leg."" The farmer replied: ""Well, in a way, it does. A pig that is that valuable is way too valuable to eat all at one time""."
749,"Hang on to any of the new Newfoundland quarters. If you have them, they may be worth much more than 25 cents.The Canadian Mint announced today that it is recalling all of the Newfoundland quarters that are part of its program featuring quarters from each province. ""We are recalling all the new Newfoundland quarters that were recently issued,"" Canadian Mint Deputy Minister Jack Shackleford said Monday. ""This action is being taken after numerous reports that new quarters will not work in parking meters, toll booths, vending machines, pay phones, or other coin-operated devices."" The quarters were issued in the order in which the various provinces joined Confederation. and have been a tremendous success among coin collectors worldwide. ""The problem lies in the unique design of the Newfoundland quarter, which was created by a team of Newfoundlanders,"" Shackleford said. ""Apparently, the duct tape holding the two dimes and the nickel together keeps jamming the coin-operated devices."""
750,"Q: What did the cow say to the masked robber? A: Moo."
751,"How does an octopus go to war? Armed."
752,"Three guys are drinking in a bar when a drunk comes in, staggers up to them, and points at the guy in the middle, shouting, ""Your mom's the best lay in town!"" Everyone expects a fight, but the guy ignores him, and the drunk wanders off and bellies up to the bar at the far end. Ten minutes later, the drunk comes back, points at the same guy, and says, ""I just screwed your mom, and it was sweet!"" Again the guy refuses to take the bait, and the drunk goes back to the far end of the bar. Ten minutes later, he comes back and announces, ""Your mom liked it!"" Finally the guy interrupts. ""Go home, Dad,... you're drunk!"""
753,"Two olives are pals, and they're hanging from the tree like they'vebeen for months. Suddenly, one falls to the ground. The remainingone says, ""Are you ok?"" And the other replies, ""Olive!"""
754,"A carrot and a tomato were walking across the street when the carrot was hit by a car. The tomato called 911. An ambulance came and took the carrot to the hospital. The tomato went to the hospital to wait for his friend, and when he got there the carrot was still in the emergency room, so the tomato paced nervously. Finally, the doctor called out, ""Mr. Tomato?"" The tomato went over, and asked the doctor, ""How is he?"" The doctor replied, ""I have good news and bad news. The good news is that he is still alive. The bad news is that he will be a vegetable for the rest of his life."""
755,"After the North American Beer Festival, all the brewery presidents decided to go out for a beer. The guy from Corona sits down and says, ""Hey Senor, I would like the world's best beer, a Corona."" The bartender dusts off a bottle from the shelf and gives it to him. The guy from Budweiser says, ""I'd like the best beer in the world, give me The King of Beers,' a Budweiser."" The bartender gives him one. The guy from Coors says, ""I'd like the only beer made with Rocky Mountain spring water, give me a Coors."" He gets it. The guy from Molson sits down and says, ""Give me a Coke."" The bartender is a little taken aback, but gives him what he ordered. The other brewery presidents look over at him and ask, ""Why aren't you drinking a Molson's?"" The Molson president replies, ""Well, I figured if you guys aren't drinking beer, neither would I."""
756,"What do you call a Mexican with a rubber toe? Roberto."
757,"On a hot, dusty day a cowboy rode into a small frontier town. After dismounting, he walked behind his horse, lifted it's tail and kissed it where the sun don't shine. An old man rocking by the general store witnessed the whole thing. ""Whudd'ya do that fer?"" he asked. ""Got chapped lips,"" the cowboy replied. The old man asked, ""Does that help?"" The cowboy said, ""Nope, but it keeps me from lickin' 'em."""
758,"Before Linda became engaged, she was quite the beauty, and didn't mind letting her boyfriend know it, too: ""A lot of men are gonna be totally miserable when I marry."" she told him. ""Really?"" asked the boyfriend, ""And just how many men are you planning to marry?"""
759,"The easiest way to determine Chuck Norris' age is to cut him in half and count the rings."
760,"Q: How do you make any watch a stopwatch? A: Don't wind it."
